NOTICE_DATE,JOB_SITE_NAME,COUNTY_NAME,WDA_NAME,TOTAL_LAYOFF_NUMBER,LayOff_Date,WFDD_RECEIVED_DATE,CITY_NAME
12/30/2019,Ambit Energy - Call Center & Sales Support Office,Collin,North Central Texas WDA,50,02/14/2020,12/30/2019,Plano
12/23/2019,"NortonLifeLock, Inc.",Collin,North Central Texas WDA,8,02/13/2020,12/23/2019,Plano
12/20/2019,"Event Solutions International, Inc. dba Motus One (ESI)",Dallas,None,18,12/20/2019,12/20/2019,Carrollton
12/19/2019,Car2go,Travis,Capital Area WDA,47,03/06/2020,12/19/2019,Austin
12/18/2019,Yauatcha Houston,Harris,Gulf Coast WDA,80,02/16/2020,12/18/2019,Houston
12/13/2019,Stewart and Stevenson,Harris,Gulf Coast WDA,55,02/12/2020,12/13/2019,Houston
12/10/2019,Pumpco Energy Services-Cleburne,Johnson,North Central Texas WDA,5,12/31/2019,12/10/2019,Cleburne
11/26/2019,New LifeCare Management Services dba LifeCare Health Partners,Collin,North Central Texas WDA,9,11/26/2019,11/26/2019,Plano
11/22/2019,National Oilwell Varco -Galena Park,Harris,Gulf Coast WDA,85,11/22/2019,11/22/2019,Galena Park
11/22/2019,Pumpco Energy Services-Odessa,Ector,Permian Basin WDA,112,11/25/2019,11/22/2019,Odessa
11/19/2019,"NortonLifeLock, Inc.",Collin,North Central Texas WDA,34,01/17/2020,11/21/2019,Plano
11/20/2019,Nuvectra Corporation,Collin,North Central Texas WDA,14,01/19/2020,11/20/2019,Plano
11/19/2019,"TimkenSteel Material Services, LLC",Harris,Gulf Coast WDA,94,01/18/2020,11/19/2019,Houston
11/14/2019,"Range Production Company, LLC.",Harris,Gulf Coast WDA,57,11/12/2019,11/14/2019,Houston
11/07/2019,"Convergent Outsourcing, Inc.",Bexar,Alamo WDA,40,09/17/2019,11/12/2019,San Antonio
11/06/2019,Nix Hospital-Nix Behavioral Health Center,Bexar,Alamo WDA,972,01/04/2020,11/06/2019,San Antonio
11/06/2019,Geo Secure Services LLC,Bexar,Alamo WDA,158,01/06/2020,10/31/2019,San Antonio
10/29/2019,Oakwood Worldwide,Dallas,Dallas County WDA,1,12/30/2019,10/29/2019,Carrollton
10/29/2019,Samsung Austin Semiconductors LLC-Central Processing Unit,Travis,Alamo WDA,290,12/31/2019,10/29/2019,Austin
10/23/2019,Harte-Hanks,Travis,Capital Area WDA,146,12/22/2019,10/24/2019,Austin
10/23/2019,Cudd Energy Services,Bexar,Alamo WDA,117,12/22/2019,10/23/2019,San Antonio
10/21/2019,Vesuvius USA-Tyler,Smith,East Texas WDA,9,12/31/2019,10/24/2019,Tyler
10/18/2019,"Arconic, Inc.",Bexar,Alamo WDA,67,12/20/2019,10/18/2019,Elmendorf
10/17/2019,"Ultrafryer Systems, LLC",Bexar,Alamo WDA,70,12/28/2019,10/17/2019,San Antonio
10/17/2019,"Arconic, Inc.",Bexar,Alamo WDA,67,12/20/2019,10/17/2019,Elmendorf
10/15/2019,HRP Brownsville LLC dba Steel Coast,Cameron,Cameron County WDA,100,12/15/2019,10/15/2019,Brownsville
10/11/2019,Hotel Valencia Corp.-Hotel Sorella,Harris,Gulf Coast WDA,121,12/11/2019,10/11/2019,Houston
10/04/2019,Letter Ride-Howard Ln.,Travis,Capital Area WDA,91,12/07/2019,10/04/2019,Austin
10/04/2019,Letter Ride-W. Fuqua,Harris,Gulf Coast WDA,87,12/07/2019,10/04/2019,Houston
10/04/2019,Letter Ride-N. Stemmons,Dallas,Dallas County WDA,64,12/04/2019,10/04/2019,Farmers Branch
10/04/2019,Letter Ride-Gold Spike Dr.,Tarrant,Tarrant County WDA,71,12/07/2019,10/04/2019,Ft. Worth
10/04/2019,Letter Ride-Evergreen Oak,Montgomery,Gulf Coast WDA,12,12/07/2019,10/04/2019,Conroe
10/04/2019,Letter Ride-North Gessner,Harris,Gulf Coast WDA,98,12/07/2019,10/04/2019,Houston
10/04/2019,Nix Specialty Health-Behavioral Facility,Bexar,Alamo WDA,156,12/02/2019,10/04/2019,San Antonio
10/01/2019,Inpax Final Mile Delivery-Farmers Branch,Dallas,Dallas County WDA,109,10/02/2019,10/03/2019,Farmers Branch
10/01/2019,Inpax Final Mile Delivery-Garland,Dallas,Dallas County WDA,119,10/02/2019,10/01/2019,Garland
09/30/2019,Walmart #3506,Harris,Gulf Coast WDA,80,12/06/2019,10/01/2019,Cypress
09/27/2019,Dry Van Business dba Rich Logistics-Dallas,Dallas,Dallas County WDA,98,11/29/2019,09/30/2019,Dallas
09/27/2019,Dry Van Business dba Rich Logistics-Laredo,Webb,South Texas WDA,111,11/29/2019,09/30/2019,Laredo
09/26/2019,Stevens Tanker Division,Dallas,Dallas County WDA,71,10/15/2019,09/27/2019,Dallas
09/26/2019,Nobilis Health Corp.-Sugarland,Fort Bend,Gulf Coast WDA,36,09/13/2019,09/26/2019,Sugar Land
09/26/2019,Finisar Corporation,Collin,North Central Texas WDA,104,11/01/2019,09/26/2019,Allen
09/25/2019,New LifeCare Management Services dba LifeCare Health Partners,Collin,North Central Texas WDA,33,11/29/2019,09/27/2019,Plano
09/20/2019,Nobilis Health Corp.,Harris,Gulf Coast WDA,9,09/13/2019,09/20/2019,Houston
09/16/2019,Nestle USA-Supply Chain Frozen DSD,Harris,Gulf Coast WDA,51,11/15/2019,09/16/2019,Houston
09/12/2019,State Street Financial Services-Alterra Pkwy,Travis,Capital Area WDA,51,11/13/2019,09/12/2019,Austin
09/12/2019,"State Street Financial Services, Inc",Travis,Capital Area WDA,9,11/13/2019,09/12/2019,Austin
09/10/2019,Concentrix CVG CORP,Gregg,East Texas WDA,177,11/15/2019,09/10/2019,Longview
09/05/2019,"O-I (Owens-Illinois, Inc./Owens-Brockway Glass Container, Inc.)",McLennan,Heart of Texas WDA,81,11/07/2019,09/06/2019,Waco
09/03/2019,El Rio Grande Facility,Dallas,Dallas County WDA,116,09/30/2019,09/05/2019,Garland
08/30/2019,New LifeCare Management Services dba LifeCare Health Partners,Collin,North Central Texas WDA,13,08/30/2019,09/05/2019,Plano
08/27/2019,AECON-Flint Energy Services-Pecos,Reeves,Permian Basin WDA,50,10/28/2019,08/27/2019,Pecos
08/27/2019,AECOM-Flint Energy Services-Odessa,Ector,Permian Basin WDA,77,10/28/2019,08/27/2019,Odessa
08/23/2019,Nix Home Care Facility,Bexar,Alamo WDA,585,10/21/2019,08/26/2019,San Antonio
08/21/2019,"Epic Companies, LLC",Harris,Gulf Coast WDA,8,11/21/2019,08/26/2019,Houston
08/21/2019,United Structures of America,Harris,Gulf Coast WDA,73,09/30/2019,08/21/2019,Houston
08/16/2019,Welocalize,Harris,Gulf Coast WDA,100,08/16/2019,08/16/2019,Houston
08/16/2019,Teleperformance USA-Dallas,Dallas,Dallas County WDA,44,11/01/2019,08/16/2019,Dallas
08/14/2019,"SpiceWorks, Inc.",Travis,Capital Area WDA,59,08/14/2019,08/16/2019,Austin
08/09/2019,Centrica,Harris,Gulf Coast WDA,23,10/07/2019,08/09/2019,Houston
08/08/2019,UPS General Services Co.,Dallas,Dallas County WDA,64,10/01/2019,08/08/2019,Coppell
07/30/2019,"MV Transportation, Inc-Dallas",Dallas,Dallas County WDA,129,09/30/2019,07/31/2019,Dallas
07/30/2019,Southwest Key Programs-Conroe,Montgomery,Gulf Coast WDA,197,07/30/2019,07/30/2019,Conroe
07/30/2019,Anjinomoto Foods - Fort Worth Facility,Tarrant,Tarrant County WDA,117,03/01/2020,07/30/2019,Fort Worth
07/29/2019,"True Health Diagnostics, LLC",Denton,North Central Texas WDA,16,07/29/2019,07/30/2019,Frisco
07/24/2019,Siemens Energy Inc-Houston Service Center,Harris,Gulf Coast WDA,10,09/20/2019,07/24/2019,Houston
07/22/2019,Centrica,Harris,Gulf Coast WDA,54,08/30/2019,07/22/2019,Houston
07/22/2019,Boeing - El Paso,El Paso,Borderplexjobs WDA,2,09/20/2019,07/22/2019,El Paso
07/22/2019,FutureWei-Plano Facility,Collin,North Central Texas WDA,38,09/23/2019,07/22/2019,Plano
07/09/2019,Tramontina USA,Fort Bend,Gulf Coast WDA,108,09/01/2019,07/09/2019,Sugar Land
07/02/2019,BGIS-San Antonio Data Center,Bexar,Alamo WDA,45,08/31/2019,07/02/2019,San Antonio
06/27/2019,Aramark-University of Houston,Harris,Gulf Coast WDA,115,08/29/2019,06/27/2019,Houston
06/25/2019,Sodexo-Northwest Texas Hospital,Potter,Panhandle WDA,95,09/21/2019,06/25/2019,Amarillo
06/21/2019,Albertsons #3933,El Paso,Borderplexjobs WDA,90,08/03/2019,06/21/2019,El Paso
06/14/2019,Siemens Energy Inc-Houston Service Center,Harris,Gulf Coast WDA,14,08/16/2019,06/21/2019,Houston
06/10/2019,Syngenta Crop Protection LLC-GBB Facility,Harris,Gulf Coast WDA,135,08/12/2019,06/10/2019,Houston
06/04/2019,"Aprima Medical Software, Inc. an eMD's Co.",Dallas,Dallas County WDA,19,07/30/2019,06/04/2019,Richardson
05/31/2019,Hard Rock Café International,Dallas,Dallas County WDA,27,07/31/2019,05/31/2019,Dallas
05/24/2019,Holiday Inn-San Antonio,Bexar,Alamo WDA,61,05/25/2019,05/28/2019,San Antonio
05/20/2019,Pine Creek Medical Center,Dallas,Dallas County WDA,113,05/02/2019,05/20/2019,Dallas
05/13/2019,"United Airlines, Inc.-Passanger Revenue Accounting",Harris,Gulf Coast WDA,100,07/15/2019,05/16/2019,Houston
05/13/2019,"Dolce International Fort Worth, Inc.-American Airlines Training Ctr.",Tarrant,Tarrant County WDA,56,05/13/2019,05/13/2019,Ft. Worth
05/08/2019,Product & Logistics-Monahans,Ward,Permian Basin WDA,124,07/06/2019,05/08/2019,Monahans
05/01/2019,Mitratech Holdings,Travis,Capital Area WDA,83,07/01/2019,05/01/2019,Austin
04/30/2019,Falcon Transport Co.-Cedar Hill,Dallas,Tarrant County WDA,12,05/27/2019,04/30/2019,Cedar Hill
04/30/2019,Falcon Transport Co.,Dallas,Tarrant County WDA,19,04/27/2019,04/30/2019,Hutchins
04/29/2019,"Wise Foods, Inc.",Tarrant,Tarrant County WDA,80,06/28/2019,04/30/2019,Ft. Worth
04/25/2019,United Services Automobile Association (USAA),Bexar,Alamo WDA,53,06/24/2019,04/26/2019,San Antonio
04/24/2019,Boeing - El Paso,El Paso,Borderplexjobs WDA,2,06/21/2019,04/24/2019,El Paso
04/24/2019,"P3I, Inc.",Bexar,Alamo WDA,85,05/17/2019,04/24/2019,Lackland AFB
04/23/2019,First Transit-Transit Management of Denton Co.,Denton,North Central Texas WDA,160,06/03/2019,04/23/2019,Denton
04/18/2019,Vesuvius USA-Tyler,Smith,East Texas WDA,9,06/23/2019,04/24/2019,Tyler
04/09/2019,"Alta Mesa Services, LP",Harris,Gulf Coast WDA,13,04/09/2019,04/09/2019,Houston
04/08/2019,Volt Management Corp.,Bexar,Alamo WDA,42,06/07/2019,04/08/2019,San Antonio
04/08/2019,Kohler Co.,Brown,West Central WDA,223,06/10/2019,04/08/2019,Brownwood
04/05/2019,Aramark-American Airlines,Tarrant,Tarrant County WDA,70,06/19/2019,04/05/2019,Ft. Worth
04/05/2019,Aramark-Highway 360,Tarrant,Tarrant County WDA,12,06/19/2019,04/05/2019,Ft. Worth
04/05/2019,Aramark-American Blvd,Tarrant,Tarrant County WDA,6,06/19/2019,04/05/2019,Ft. Worth
04/05/2019,Aramark-Airport Frwy,Tarrant,Tarrant County WDA,10,06/19/2019,04/05/2019,Ft. Worth
04/05/2019,Aramark-John Carpenter Fwy,Tarrant,Tarrant County WDA,3,06/19/2019,04/05/2019,Ft. Worth
04/05/2019,Aramark-Amon Carter Blvd,Tarrant,Tarrant County WDA,19,06/19/2019,04/05/2019,Ft. Worth
04/04/2019,La Torretta Lake Resort,Montgomery,Gulf Coast WDA,241,06/04/2019,04/04/2019,Montgomery
04/04/2019,Sitel-Amarillo,Potter,Panhandle WDA,327,06/28/2019,04/04/2019,Amarillo
04/03/2019,Walmart #949,Dallas,Dallas County WDA,415,06/07/2019,04/03/2019,Dallas
04/02/2019,Ware Industries dba Marino Ware-Norbet Trucking,Harris,Gulf Coast WDA,69,06/03/2019,04/02/2019,Pasadena
04/01/2019,Signet Jewelers-Rombaur Rd.,Dallas,Dallas County WDA,58,05/31/2019,04/01/2019,Dallas
03/29/2019,Yodle.com- Yodle Web.com,Travis,Capital Area WDA,10,06/01/2019,03/29/2019,Austin
03/29/2019,"Legacy Measurement Solutions, Inc.",Smith,East Texas WDA,59,03/28/2019,03/29/2019,Tyler
03/28/2019,Hart-Hanks-Texarkana,Bowie,North East Texas WDA,73,05/31/2019,03/28/2019,Texarkana
03/28/2019,"Teleperformance USA-FHCS, Inc.",Dallas,Dallas County WDA,390,05/31/2019,03/29/2019,Dallas
03/26/2019,Avella Specialty Pharmacy,Harris,Gulf Coast WDA,161,03/01/2019,03/26/2019,Houston
03/26/2019,Avella Specialty Pharmacy-Bissonet,Harris,Gulf Coast WDA,1,03/01/2019,03/26/2019,Houston
03/25/2019,Signet Jewelers-Dallas,Dallas,Dallas County WDA,122,05/24/2019,03/25/2019,Dallas
03/18/2019,Cypress Fairbanks Medical Center,Harris,Gulf Coast WDA,586,05/17/2019,03/22/2019,Houston
03/18/2019,JP Morgan Chase & Co-Consumer Banking & Card,Tarrant,Tarrant County WDA,368,03/14/2019,03/18/2019,Arlington
03/07/2019,"Verizon Connect, Inc.",Travis,Capital Area WDA,133,04/23/2019,03/08/2019,Austin
03/07/2019,"Aprima Medical Software, Inc. an eMD's Co.",Dallas,Dallas County WDA,149,05/04/2019,03/07/2019,Richardson
03/07/2019,General Inoformation Services dba HireRight,Dallas,Dallas County WDA,76,05/31/2019,03/07/2019,Dallas
03/05/2019,CHI St. Joseph Health- Bellville Hospital,Austin,Gulf Coast WDA,45,05/07/2019,03/05/2019,Bellville
03/04/2019,Monogram Foods-Monogram Pet Treats,Fayette,Rural Capital WDA,65,03/04/2019,03/04/2019,Schulenburg
03/04/2019,Magni-Fab,Grayson,Texoma WDA,24,04/30/2019,03/04/2019,Howe
03/01/2019,"Natera, Inc.",Travis,Capital Area WDA,92,04/17/2019,03/01/2019,Austin
03/01/2019,Magni-Fab Southwest,Grayson,Texoma WDA,5,04/30/2019,03/04/2019,Howe
02/27/2019,Petroleum Service Corp.,Chambers,Gulf Coast WDA,151,05/05/2019,02/27/2019,Mont Belvieu
02/25/2019,Post Acute Specialty Hospital-PAM Sepcialty Hosptial,Nueces,Coastal Bend WDA,65,04/20/2019,02/25/2019,Corpus Ch
02/25/2019,"AmerisourceBergen-H.D. Smith, LLC",Denton,North Central Texas WDA,17,04/26/2019,02/25/2019,Flower Mound
02/25/2019,Payless Shoesource-Dallas Corp. Office,Dallas,Dallas County WDA,75,02/19/2019,02/25/2019,Dallas
02/18/2019,Encana Service Company,Montgomery,Gulf Coast WDA,274,05/31/2019,02/22/2019,The Woodlands
02/13/2019,Rosenberger N.A.,Collin,North Central Texas WDA,74,04/15/2019,02/13/2019,Plano
02/13/2019,Spectrum Pharmaceuticals,Tarrant,Tarrant County WDA,1,03/15/2019,02/22/2019,Colleyville
02/11/2019,VF Jeanswear - El Paso5,El Paso,Borderplexjobs WDA,25,04/13/2019,02/11/2019,El Paso
02/11/2019,Post Acute Specialty Hospital of Corpus Christi,Nueces,Coastal Bend WDA,162,04/11/2019,02/11/2019,Corpus Ch
02/08/2019,"Alta Mesa Services, LP",Harris,Gulf Coast WDA,58,02/05/2019,02/08/2019,Houston
02/06/2019,"KCI USA, Inc.",Bexar,Alamo WDA,210,07/05/2019,02/22/2019,San Antonio
02/04/2019,"Penske Logistics, LLC - Midland",Midland,Permian Basin WDA,65,02/04/2019,02/08/2019,Midland
02/01/2019,Yodle.com- Yodle Web.com,Travis,Capital Area WDA,155,02/01/2019,02/08/2019,Austin
01/31/2019,Children's Health System of Texas,Dallas,Dallas County WDA,93,04/01/2019,01/31/2019,Dallas
01/31/2019,Blue Apron- Arlington,Tarrant,Tarrant County WDA,206,04/01/2019,01/31/2019,Arlington
01/31/2019,Kimberly Clark-Holeman Distribution,Lamar,North East Texas WDA,126,03/31/2019,01/31/2019,Paris
01/29/2019,Boeing Company,Harris,Gulf Coast WDA,6,03/22/2019,01/29/2019,Houston
01/18/2019,Sears Fashion Distribution Center2,Dallas,Dallas County WDA,84,03/22/2019,01/18/2019,Garland
01/18/2019,"Sodexo, Inc.-AA Admirals Club",Tarrant,Tarrant County WDA,98,03/31/2019,01/18/2019,DFW Airport
01/15/2019,AllianceOne Receivables Management,Dallas,Dallas County WDA,236,03/30/2019,01/15/2019,Dallas
01/11/2019,Kohl's-Dallas,Dallas,Dallas County WDA,330,03/11/2019,01/11/2019,Dallas
01/10/2019,Chariot Transit Inc.,Travis,Capital Area WDA,79,03/15/2019,01/18/2019,Austin
01/09/2019,R1 RCM Inc.,Travis,Capital Area WDA,65,04/12/2019,01/09/2019,Austin
01/07/2019,Pier 1 Imports-Mansfield,Tarrant,Tarrant County WDA,65,03/08/2019,01/08/2019,Mansfield
01/04/2019,Nestle USA,Tarrant,Tarrant County WDA,42,03/08/2019,01/04/2019,Fort Worth
01/15/2019,AllianceOne Receivables Management,Dallas,Dallas County WDA,236,03/30/2019,01/15/2019,Dallas
01/11/2019,Kohl's-Dallas,Dallas,Dallas County WDA,330,03/11/2019,01/11/2019,Dallas
01/09/2019,R1 RCM Inc.,Travis,Capital Area WDA,65,04/12/2019,01/09/2019,Austin
01/07/2019,Pier 1 Imports-Mansfield,Tarrant,Tarrant County WDA,65,03/08/2019,01/08/2019,Mansfield
01/04/2019,Nestle USA,Tarrant,Tarrant County WDA,42,03/08/2019,01/04/2019,Fort Worth
02/15/2022,"Cognosante, LLC",Hidalgo,Lower Rio Grande Valley WDA,84,04/18/2022,02/15/2022,McAllen
01/24/2022,Dynamic Foods,Lubbock,South Plains WDA,80,01/11/2022,01/24/2022,Lubbock
03/15/2022,"ABM Industries Groups, LLC - Houston 1",Harris,Gulf Coast WDA,31,03/31/2022,04/06/2022,Houston
03/15/2022,"ABM Industries Groups, LLC - Houston 2",Harris,Gulf Coast WDA,26,03/31/2022,04/06/2022,Houston
03/15/2022,"ABM Industries Groups, LLC - Fulbright Tower",Harris,Gulf Coast WDA,18,03/31/2022,04/06/2022,Houston
03/15/2022,"ABM Industries Groups, LLC - Houston 4",Harris,Gulf Coast WDA,19,03/31/2022,04/06/2022,Houston
03/28/2022,Devereux Advanced Behavioral Health,Victoria,Golden Crescent WDA,122,05/31/2022,04/01/2022,Victoria
03/08/2022,"Master Brand Home Products, LLC",Hidalgo,Lower Rio Grande Valley WDA,109,05/06/2022,03/15/2022,Weslaco
03/07/2022,Sev1Tech,Bell,Central Texas WDA,62,03/07/2022,03/22/2022,Fort Hood
03/01/2022,Management & Training Corp. - MTC Medical LLC  (Giles W. Dalby Correctional Facility),Garza,South Plains WDA,206,05/01/2022,03/01/2022,Post
04/27/2022,"Michaels Stores Procurement Company, Inc.",Tarrant,Tarrant County WDA,202,06/24/2022,05/03/2022,Fort Worth
06/06/2022,"Schenker, Inc. - Kraft",Tarrant,Tarrant County WDA,45,06/26/2022,06/08/2022,Fort Worth
06/06/2022,"Schenker, Inc. - Kraft, 1006 Railhead",Tarrant,Tarrant County WDA,85,06/26/2022,06/08/2022,Fort Worth
05/12/2022,Dillard's - Wichita Falls,Wichita,North Texas WDA,81,07/14/2022,05/12/2022,Wichita Falls
07/01/2022,General Information Services dba HireRight,Dallas,Dallas County WDA,36,09/01/2022,07/01/2022,Dallas
06/30/2022,KeHe Distributors Inc.-Flower Mound,Denton,North Central Texas WDA,313,08/13/2022,06/30/2022,Flower Mound
06/28/2022,ABM@Avis DFW,Dallas,Dallas County WDA,143,08/01/2022,06/29/2022,Irving
06/24/2022,First Guaranty Mortgage Corp.,Collin,North Central Texas WDA,428,06/24/2022,06/27/2022,Plano
06/23/2022,The Coleman Company-Newell Brand,Comal,Alamo WDA,47,08/21/2022,06/27/2022,New Braunfels
06/17/2022,Zillow Group,Dallas,Dallas County WDA,32,01/03/2022,06/27/2022,Coppell
09/09/2022,"S&B Fabrication Services,Ltd.",Chambers,Gulf Coast WDA,53,09/07/2022,09/09/2022,Baytown
08/31/2022,Home Point Financial Corporation,Collin,North Central Texas WDA,526,11/01/2022,08/31/2022,Dallas
08/29/2022,ASARCO Amarillo Refinery,Potter,Panhandle WDA,57,10/28/2022,08/29/2022,Amarillo
08/25/2022,"Merit Medical Systems, Inc.",Harris,Gulf Coast WDA,117,10/25/2022,08/29/2022,Houston
08/24/2022,Southern Star Express LLC - Fort Worth,Denton,North Central Texas WDA,39,08/24/2022,08/31/2022,Fort Worth
08/24/2022,"Southern Star Express, LLC (DDF8)",Tarrant,Tarrant County WDA,55,09/29/2022,08/30/2022,Arlington
08/23/2022,ABM Industries - 902,Harris,Gulf Coast WDA,13,09/03/2022,08/30/2022,Houston
08/23/2022,ABM Industries - 909,Harris,Gulf Coast WDA,5,09/03/2022,08/30/2022,Houston
08/23/2022,ABM Industries - 920,Harris,Gulf Coast WDA,9,09/03/2022,08/30/2022,Houston
08/23/2022,ABM Industries - 915 Gessner,Harris,Gulf Coast WDA,13,09/03/2022,08/30/2022,Houston
08/23/2022,ABM Industries - 1120,Harris,Gulf Coast WDA,9,09/23/2022,08/30/2022,Houston
08/23/2022,ABM Industries - 1140,Harris,Gulf Coast WDA,8,09/03/2022,08/30/2022,Houston
08/19/2022,Spirit Airlines,Dallas,Dallas County WDA,134,09/30/2022,08/19/2022,Dallas
08/10/2022,Signify Health LLC - Austin,Travis,Capital Area WDA,9,10/01/2022,08/10/2022,Austin
08/09/2022,Signify Health LLC - Dallas,Dallas,Dallas County WDA,29,10/01/2022,08/10/2022,Dallas
07/28/2022,"GXO Logistics of Texas, LLC",Tarrant,Tarrant County WDA,116,09/30/2022,07/28/2022,Fort Worth
07/27/2022,Plano Enterprise Mobility Facility,Collin,North Central Texas WDA,69,11/02/2022,07/27/2022,Plano
07/26/2022,F 45 Training Inc.,Travis,Capital Area WDA,78,09/25/2022,07/28/2022,Austin
07/25/2022,Seville Farms @ Mansfield,Tarrant,Tarrant County WDA,64,07/20/2022,07/25/2022,Mansfield
07/25/2022,Seville Farms @ Tyler,Smith,East Texas WDA,72,07/20/2022,07/25/2022,Winona
07/25/2022,Seville Farms @ Los Fresnos,Cameron,Cameron County WDA,92,07/20/2022,07/25/2022,Los Fresnos
07/19/2022,ION Geophysical Corporation,Harris,Gulf Coast WDA,125,08/31/2022,07/26/2022,Houston
07/19/2022,Pearl South Padre Island Hotel and Resort,Cameron,Cameron County WDA,115,09/18/2022,07/21/2022,South Padre Is.
07/20/2022,"Captel Service Specialists, LLC",Tarrant,Tarrant County WDA,110,09/20/2022,07/20/2022,Arlington
07/19/2022,Food City Supermarkets,El Paso,Borderplexjobs WDA,90,09/03/2022,07/19/2022,El Paso
07/06/2022,"S&B Fabrication Services,Ltd.",Chambers,Gulf Coast WDA,83,09/08/2022,07/13/2022,Baytown
07/05/2022,Multi Color Corporation,Dallas,Dallas County WDA,45,06/28/2022,07/05/2022,Dallas
10/01/2022,Quarter North Energy LLC,Harris,Gulf Coast WDA,43,11/30/2022,10/03/2022,Houston
09/22/2022,The James Skinner Company,Lamar,North East Texas WDA,179,09/22/2022,09/22/2022,Paris
09/14/2022,Rubbermaid Commercial Products LLc,El Paso,Borderplexjobs WDA,64,11/14/2022,09/14/2022,El Paso
09/13/2022,Sealed Air Corporation,Denton,North Central Texas WDA,49,11/18/2022,09/13/2022,Carrollton
12/02/2022,American General Life Insurance Company,Potter,Panhandle WDA,461,02/01/2023,12/02/2022,Amarillo
11/15/2022,Catalent Cell Therapy,Harris,Gulf Coast WDA,77,01/15/2023,11/22/2022,Webster
11/18/2022,Home Point Financial Corporation,Collin,Dallas County WDA,49,11/18/2022,11/18/2022,Dallas
11/16/2022,"Bedding Acquisition, LLC",Tarrant,Tarrant County WDA,95,01/16/2023,11/18/2022,Grand Prairie
11/16/2022,"Meta Platforms, Inc. (West 3rd)",Travis,Capital Area WDA,154,01/13/2023,11/16/2022,Austin
11/16/2022,"Meta Platforms, Inc, (Alterra Pkwy.)",Travis,Capital Area WDA,7,01/13/2023,11/16/2022,Austin
11/16/2022,"Meta Platforms, Inc. (Mcallen Pass)",Travis,Capital Area WDA,11,01/13/2023,11/16/2022,Austin
11/16/2022,"Meta Platforms, Inc.(W,6th)",Travis,Capital Area WDA,50,01/13/2023,11/16/2022,Austin
10/11/2022,Hill Defense and Federal Solutions,Bexar,Alamo WDA,134,12/12/2022,11/08/2022,San Antonio
09/19/2022,Sodexo - CHI Saint Luke's McNair,Harris,Gulf Coast WDA,15,12/15/2022,11/10/2022,Houston
09/19/2022,Sodexo - CHI St Luke's Baylor Medical Center,Harris,Gulf Coast WDA,99,12/15/2022,11/10/2022,Houston
11/11/2022,"COSMAX NBT USA, INC #1",Dallas,Dallas County WDA,36,10/28/2022,11/11/2022,Garland
11/11/2022,Hallmark Financial Services,Dallas,Dallas County WDA,83,12/31/2022,11/11/2022,Dallas
10/31/2022,iBio CDMO,Brazos,Brazos Valley WDA,50,01/02/2023,11/02/2022,Bryan
10/27/2022,"Argo AI, LLC. (Austin Congress)",Travis,Capital Area WDA,10,11/01/2022,10/27/2022,Austin
10/27/2022,"Argo AI, LLC. (Austin 7th Street)",Travis,Capital Area WDA,68,11/01/2022,10/27/2022,Austin
